Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,14.040000,14.650000,13.930000,14.300000,2.795253,0
1985-02-01,14.230000,14.590000,13.370000,14.510000,2.903832,0
1985-03-01,14.670000,14.670000,14.120000,14.350000,2.871813,0
1985-04-01,14.410000,14.630000,14.120000,14.310000,2.863808,0
1985-05-01,14.170000,15.430000,14.170000,15.430000,3.087949,0
1985-06-01,15.440000,15.570000,15.020000,15.570000,3.115966,0
1985-07-01,15.640000,16.219999,15.570000,15.730000,3.147987,0
1985-08-01,15.870000,15.870000,15.380000,15.520000,3.105960,0
1985-09-01,15.410000,15.460000,14.970000,15.250000,3.051927,0
1985-10-01,15.490000,15.890000,15.150000,15.890000,3.180007,0
1985-11-01,16.040001,17.129999,16.040001,17.120001,3.426162,0
1985-12-01,17.020000,17.950001,17.000000,17.950001,3.592267,0
1986-01-01,17.860001,18.059999,15.920000,16.530001,3.308088,0
1986-02-01,16.680000,17.799999,16.660000,17.799999,3.640044,0
1986-03-01,17.730000,19.100000,17.730000,19.100000,3.905890,0
1986-04-01,18.920000,19.799999,18.309999,19.309999,3.948834,0
1986-05-01,19.209999,20.030001,19.070000,19.920000,4.073577,0
1986-06-01,19.750000,19.950001,19.510000,19.950001,4.079712,0
1986-07-01,20.040001,20.160000,19.150000,19.450001,3.977466,0
1986-08-01,19.299999,20.570000,19.160000,20.570000,4.206501,0
1986-09-01,20.450001,20.670000,19.030001,19.330000,3.952925,0
1986-10-01,19.410000,19.610001,19.100000,19.549999,3.997914,0
1986-11-01,19.639999,20.170000,19.160000,20.170000,4.124702,0
1986-12-01,20.230000,20.600000,16.959999,16.959999,3.468268,0
1987-01-01,17.120001,18.260000,17.120001,17.889999,3.658449,0
1987-02-01,18.090000,19.010000,18.049999,19.010000,3.950221,0
1987-03-01,18.969999,19.840000,18.969999,19.389999,4.029183,0
1987-04-01,19.389999,19.959999,19.000000,19.340000,4.018796,0
1987-05-01,19.389999,19.850000,18.730000,19.129999,3.975157,0
1987-06-01,19.080000,20.080000,19.070000,19.780001,4.110228,0
1987-07-01,19.709999,20.580000,19.709999,20.580000,4.276463,0
1987-08-01,20.400000,21.930000,20.309999,21.580000,4.484260,0
1987-09-01,21.330000,21.520000,20.760000,21.450001,4.457245,0
1987-10-01,21.660000,21.840000,14.650000,16.389999,3.405794,0
1987-11-01,16.549999,16.549999,15.270000,15.300000,3.179295,0
1987-12-01,15.320000,16.530001,14.100000,14.270000,2.965263,0
1988-01-01,14.590000,14.810000,13.630000,14.100000,2.991469,0
1988-02-01,14.030000,14.810000,13.720000,14.810000,3.142103,0
1988-03-01,14.850000,15.210000,14.400000,14.440000,3.063604,0
1988-04-01,14.300000,15.060000,14.300000,14.570000,3.091185,0
1988-05-01,14.580000,14.670000,14.050000,14.570000,3.091185,0
1988-06-01,14.800000,15.340000,14.750000,15.330000,3.252428,0
1988-07-01,15.330000,15.480000,14.710000,14.980000,3.178170,0
1988-08-01,15.010000,15.020000,14.070000,14.190000,3.010564,0
1988-09-01,14.020000,14.740000,14.020000,14.740000,3.127253,0
1988-10-01,14.690000,15.130000,14.650000,14.920000,3.165442,0
1988-11-01,14.950000,14.950000,14.360000,14.650000,3.108157,0
1988-12-01,14.670000,14.900000,14.360000,14.550000,3.086942,0
1989-01-01,14.490000,15.480000,14.490000,15.480000,3.356581,0
1989-02-01,15.500000,15.630000,15.110000,15.130000,3.280690,0
1989-03-01,15.080000,15.470000,14.940000,15.210000,3.298036,0
1989-04-01,15.310000,16.120001,15.270000,16.120001,3.495356,0
1989-05-01,16.090000,16.700001,16.059999,16.700001,3.621118,0
1989-06-01,16.799999,17.000000,16.299999,16.299999,3.534386,0
1989-07-01,16.360001,17.570000,16.360001,17.570000,3.809764,0
1989-08-01,17.510000,18.030001,17.510000,17.980000,3.898665,0
1989-09-01,18.059999,18.139999,17.790001,18.139999,3.933358,0
1989-10-01,18.160000,18.590000,17.330000,17.580000,3.811932,0
1989-11-01,17.660000,17.879999,17.160000,17.879999,3.876981,0
1989-12-01,18.030001,18.080000,15.780000,16.270000,3.527880,0
1990-01-01,16.450001,16.500000,15.020000,15.230000,3.367614,0
1990-02-01,15.250000,15.580000,15.110000,15.380000,3.400782,0
1990-03-01,15.380000,16.049999,15.380000,15.920000,3.520186,0
1990-04-01,15.810000,16.059999,15.490000,15.570000,3.442793,0
1990-05-01,15.630000,17.209999,15.630000,17.200001,3.803215,0
1990-06-01,17.290001,17.420000,17.090000,17.400000,3.847439,0
1990-07-01,17.500000,17.889999,17.090000,17.100000,3.781104,0
1990-08-01,17.110001,17.110001,14.710000,15.550000,3.438373,0
1990-09-01,15.500000,15.550000,14.160000,14.350000,3.173031,0
1990-10-01,14.800000,14.860000,13.960000,14.130000,3.124386,0
