Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,9.320000,10.010000,9.260000,10.010000,1.246611,0
1985-02-01,9.820000,10.110000,9.820000,10.040000,1.250346,0
1985-03-01,10.110000,10.110000,9.850000,10.010000,1.262032,0
1985-04-01,10.060000,10.070000,9.250000,9.260000,1.167474,0
1985-05-01,9.180000,9.870000,9.180000,9.870000,1.259435,0
1985-06-01,9.890000,10.050000,9.740000,10.050000,1.282403,0
1985-07-01,10.100000,10.280000,9.870000,9.930000,1.267091,0
1985-08-01,9.870000,9.870000,9.660000,9.800000,1.250503,0
1985-09-01,9.780000,9.810000,9.510000,9.560000,1.234892,0
1985-10-01,9.650000,10.040000,9.520000,10.010000,1.293020,0
1985-11-01,9.960000,10.580000,9.960000,10.570000,1.365356,0
1985-12-01,10.490000,11.040000,10.490000,11.040000,1.443371,0
1986-01-01,10.960000,11.190000,10.720000,11.190000,1.462982,0
1986-02-01,11.170000,11.990000,11.140000,11.990000,1.567574,0
1986-03-01,11.920000,12.640000,11.880000,12.630000,1.669180,0
1986-04-01,12.500000,12.790000,11.770000,11.770000,1.555522,0
1986-05-01,11.730000,12.330000,11.660000,12.330000,1.646265,0
1986-06-01,12.250000,12.630000,12.000000,12.630000,1.686320,0
1986-07-01,12.680000,12.710000,11.990000,12.170000,1.624902,0
1986-08-01,12.010000,13.090000,12.010000,13.030000,1.739727,0
1986-09-01,12.850000,13.040000,11.910000,11.950000,1.612756,0
1986-10-01,12.060000,12.570000,12.060000,12.570000,1.696429,0
1986-11-01,12.540000,12.820000,12.290000,12.820000,1.730169,0
1986-12-01,12.830000,13.070000,12.300000,12.300000,1.677337,0
1987-01-01,12.480000,13.630000,12.480000,13.590000,1.853253,0
1987-02-01,13.520000,13.860000,13.400000,13.750000,1.875072,0
1987-03-01,13.710000,14.310000,13.710000,13.950000,1.920720,0
1987-04-01,13.960000,14.300000,12.950000,13.310000,1.832600,0
1987-05-01,13.300000,13.590000,12.840000,13.380000,1.859887,0
1987-06-01,13.390000,14.270000,13.320000,14.030000,1.950240,0
1987-07-01,13.990000,14.360000,13.990000,14.360000,1.996113,0
1987-08-01,14.200000,15.120000,14.170000,14.810000,2.058663,0
1987-09-01,14.560000,14.560000,13.980000,14.480000,2.031181,0
1987-10-01,14.650000,14.650000,10.770000,11.890000,1.667869,0
1987-11-01,12.060000,12.070000,10.930000,10.930000,1.533206,0
1987-12-01,11.020000,11.670000,10.710000,11.450000,1.623636,0
1988-01-01,11.810000,12.380000,11.440000,12.380000,1.755512,0
1988-02-01,12.290000,12.530000,11.960000,12.530000,1.776782,0
1988-03-01,12.530000,12.660000,12.120000,12.180000,1.745768,0
1988-04-01,12.060000,12.700000,11.850000,11.890000,1.704202,0
1988-05-01,11.890000,12.120000,11.620000,12.120000,1.756114,0
1988-06-01,12.300000,12.700000,12.250000,12.570000,1.821316,0
1988-07-01,12.510000,12.680000,12.180000,12.550000,1.818419,0
1988-08-01,12.570000,12.630000,11.910000,12.100000,1.753216,0
1988-09-01,11.970000,12.490000,11.970000,12.490000,1.828592,0
1988-10-01,12.470000,12.930000,12.430000,12.800000,1.873976,0
1988-11-01,12.820000,12.870000,12.200000,12.520000,1.832983,0
1988-12-01,12.460000,12.700000,12.420000,12.620000,1.866478,0
1989-01-01,12.520000,13.480000,12.520000,13.480000,2.000040,0
1989-02-01,13.460000,13.600000,13.160000,13.230000,1.962946,0
1989-03-01,13.180000,13.730000,13.180000,13.390000,1.986685,0
1989-04-01,13.470000,14.100000,13.430000,14.100000,2.113581,0
