Date,Open,High,Low,Close,Adj Close,Volume
2013-08-01,50.119999,53.270000,49.000000,49.080002,41.705242,502400
2013-09-01,49.540001,53.340000,49.169998,50.779999,43.149788,209200
2013-10-01,51.099998,54.000000,49.500000,53.250000,45.399155,915900
2013-11-01,53.810001,55.570000,53.009998,55.439999,47.266262,654000
2013-12-01,55.740002,56.650002,54.250000,56.520000,48.187038,1672900
2014-01-01,56.459999,56.869999,53.779999,54.150002,46.320023,1246700
2014-02-01,54.290001,57.070000,52.730000,56.799999,48.586845,1007300
2014-03-01,56.709999,57.439999,55.389999,56.330002,48.184811,720400
2014-04-01,56.700001,57.130001,54.439999,56.750000,48.719654,1218700
2014-05-01,56.939999,58.070000,55.959999,58.070000,49.852871,487700
2014-06-01,58.240002,58.869999,57.720001,58.189999,49.955883,647200
2014-07-01,58.400002,59.369999,57.720001,57.750000,49.767097,395900
2014-08-01,57.650002,60.439999,57.000000,60.259998,51.930126,573400
2014-09-01,60.410000,60.770000,58.810001,59.610001,51.369980,1872200
2014-10-01,59.529999,61.480000,55.139999,61.200001,52.903793,2081400
2014-11-01,61.330002,62.849998,60.689999,62.599998,54.114021,1619000
2014-12-01,62.330002,63.200001,59.959999,62.250000,53.811459,991300
2015-01-01,62.700001,62.980000,60.389999,61.169998,52.877861,3857500
2015-02-01,61.459999,65.120003,60.580002,64.849998,56.058990,1136500
2015-03-01,64.959999,65.360001,62.840000,63.610001,54.987110,2492600
2015-04-01,63.430000,65.419998,62.880001,63.720001,55.274384,2489900
2015-05-01,64.160004,65.900002,63.419998,64.690002,56.115814,1710300
2015-06-01,65.080002,65.610001,62.889999,63.200001,54.823303,660400
2015-07-01,63.820000,65.959999,62.740002,65.019997,56.665882,1586100
2015-08-01,65.110001,65.610001,41.099998,61.500000,53.598152,1728600
2015-09-01,60.889999,63.130001,59.090000,60.450001,52.683060,4493200
2015-10-01,60.680000,66.129997,59.509998,65.680000,57.480427,4862200
2015-11-01,65.830002,66.820000,63.669998,65.970001,57.734207,4721100
2015-12-01,66.209999,66.500000,63.459999,64.570000,56.509003,5414800
2016-01-01,63.590000,63.939999,57.860001,61.590000,54.124096,9026000
2016-02-01,61.270000,63.070000,58.330002,61.959999,54.449245,8298300
2016-03-01,62.459999,65.980003,62.380001,65.620003,57.665596,7039700
2016-04-01,65.269997,67.230003,65.019997,65.360001,57.437099,6347900
2016-05-01,65.589996,66.470001,64.110001,66.059998,58.052238,3618500
2016-06-01,65.889999,66.699997,62.639999,66.000000,57.999504,7940300
2016-07-01,66.019997,68.260002,65.349998,68.010002,60.109707,7432300
2016-08-01,68.010002,68.720001,67.300003,67.860001,59.977146,3639500
2016-09-01,67.839996,68.250000,66.089996,67.489998,59.650108,12445100
2016-10-01,67.349998,67.480003,65.900002,66.110001,58.690739,8203800
2016-11-01,66.300003,68.790001,65.059998,68.099998,60.457405,10246000
2016-12-01,68.150002,70.500000,67.739998,69.099998,61.345184,9612000
2017-01-01,69.480003,70.660004,69.180000,69.900002,62.377510,10291500
2017-02-01,70.059998,73.370003,69.610001,73.180000,65.304527,5257700
2017-03-01,73.669998,74.290001,72.000000,72.800003,64.965439,4253400
2017-04-01,72.849998,73.629997,71.959999,73.250000,65.678604,2443700
2017-05-01,73.309998,74.389999,72.480003,74.339996,66.655930,2923000
2017-06-01,74.489998,75.860001,73.790001,74.370003,66.682823,7060800
2017-07-01,74.720001,76.000000,73.949997,75.129997,67.717468,5847600
2017-08-01,75.389999,75.750000,73.620003,75.480003,68.032928,2756200
2017-09-01,75.589996,77.260002,74.739998,77.139999,69.529144,6943100
2017-10-01,77.290001,79.809998,77.220001,79.389999,71.873955,5311700
2017-11-01,79.750000,82.570000,79.150002,82.250000,74.463188,5079200
2017-12-01,82.529999,84.150002,81.029999,82.900002,75.051643,5930800
2018-01-01,83.320000,88.629997,83.040001,86.690002,78.839325,5588800
2018-02-01,86.550003,87.010002,78.629997,84.169998,76.547546,9964100
2018-03-01,84.279999,87.370003,80.570000,82.709999,75.219765,6637500
2018-04-01,82.739998,84.279999,79.930000,81.629997,74.568237,8769700
2018-05-01,81.480003,84.879997,80.300003,83.830002,76.577919,8599600
2018-06-01,84.370003,86.610001,82.559998,83.449997,76.230789,9031800
2018-07-01,82.989998,87.320000,82.730003,86.550003,79.420135,6293300
2018-08-01,86.769997,89.930000,85.779999,89.779999,82.384048,8184800
2018-09-01,89.489998,91.470001,89.080002,90.370003,82.925461,8270600
2018-10-01,90.709999,91.250000,80.330002,83.529999,76.961487,23805800
2018-11-01,83.730003,86.879997,80.580002,84.300003,77.670937,21946200
2018-12-01,85.959999,85.959999,71.790001,76.760002,70.723854,37588000
2019-01-01,75.589996,83.230003,74.690002,83.089996,76.953873,41885100
2019-02-01,83.220001,87.360001,83.019997,86.709999,80.306549,19745700
2019-03-01,87.269997,89.059998,85.110001,88.550003,82.010658,27126700
2019-04-01,89.199997,92.160004,89.070000,91.910004,85.464790,26164200
2019-05-01,92.199997,92.220001,85.730003,85.860001,79.839050,25804400
2019-06-01,85.790001,92.389999,85.169998,91.470001,85.055649,26891400
2019-07-01,92.589996,94.449997,91.839996,92.730003,86.663620,18141900
2019-08-01,92.820000,93.790001,87.400002,91.080002,85.121567,25265100
2019-09-01,90.639999,93.910004,90.059998,92.400002,86.355217,14481400
2019-10-01,92.650002,95.029999,88.750000,94.440002,88.611740,27646800
2019-11-01,95.050003,98.970001,95.000000,98.650002,92.561928,23665000
2019-12-01,98.769997,101.620003,96.500000,101.000000,94.766891,16142100
2020-01-01,101.620003,104.879997,100.050003,100.309998,94.536659,22495400
2020-02-01,101.010002,105.320000,89.339996,91.949997,86.657806,38293400
2020-03-01,93.290001,97.279999,68.199997,81.040001,76.375740,65593400
2020-04-01,78.309998,92.820000,76.940002,90.989998,86.215378,69292700
